Year;Birth;Age;Sex;Reg;RegType;UkrBall100;
2018;1985;33;0;Ternopilska  ;1;107.0;
2018;1985;33;0;Khmelnytska  ;1;104.0;
2018;1985;33;0;Khmelnytska  ;1;100.0;
2018;1985;33;0;Khmelnytska  ;1;104.0;
2018;1985;33;0;Khmelnytska  ;1;141.0;
2018;1985;33;0;Khmelnytska  ;0;114.0;
2018;1985;33;0;Chernivetska  ;1;102.0;
2019;1985;34;0;Chernivetska  ;1;199;
2019;1985;34;0;Chernivetska  ;1;111;
2020;1985;35;0;Chernivetska  ;1;108;
2020;1985;35;0;Chernivetska  ;1;194;
2018;1985;33;1;Chernihivska  ;1;107.0;
2018;1985;33;1;Chernihivska  ;1;124.0;
2018;1985;33;0;Chernihivska  ;1;150.0;
2019;1985;34;1;Chernihivska  ;1;109;
2019;1985;34;1;Chernihivska  ;0;109;
2020;1985;35;0;Chernihivska  ;0;163;
2020;1985;35;0;Chernihivska  ;1;134;
2020;1985;35;0;Chernihivska  ;1;147;
2020;1985;35;0;Chernihivska  ;0;118;
2020;1985;35;1;Chernihivska  ;1;159;
2020;1985;35;0;Chernihivska  ;1;152;
2018;1986;32;1;Cherkaska  ;1;153.0;
2018;1986;32;0;Cherkaska  ;1;100.0;
2018;1986;32;1;Cherkaska  ;1;111.0;
2018;1986;32;0;Cherkaska  ;1;132.0;
2019;1986;33;0;Cherkaska  ;1;162;
2019;1986;33;0;Cherkaska  ;0;143;
2019;1986;33;0;Cherkaska  ;0;115;
2019;1986;33;0;Cherkaska  ;1;126;
2019;1986;33;0;Cherkaska  ;1;131;
2019;1986;33;1;Cherkaska  ;1;117;
2020;1986;34;1;Cherkaska  ;1;119;
2020;1986;34;1;Cherkaska  ;1;104;
2020;1986;34;0;Cherkaska  ;1;107;
2018;1986;32;1;Dnipropetrovska  ;1;132.0;
2018;1986;32;1;Dnipropetrovska  ;0;118.0;
2018;1986;32;0;Dnipropetrovska  ;1;178.0;
2018;1986;32;0;Dnipropetrovska  ;1;118.0;
2018;1986;32;0;Dnipropetrovska  ;1;124.0;
2018;1986;32;0;Dnipropetrovska  ;1;109.0;
2018;1986;32;0;Dnipropetrovska  ;1;121.0;
2018;1986;32;0;Dnipropetrovska  ;1;142.0;
2018;1986;32;0;Dnipropetrovska  ;1;155.0;
2018;1986;32;0;Dnipropetrovska  ;1;118.0;
2018;1986;32;1;Dnipropetrovska  ;1;107.0;
2018;1986;32;0;Dnipropetrovska  ;1;119.0;
2018;1986;32;0;Dnipropetrovska  ;0;132.0;
2018;1986;32;0;Dnipropetrovska  ;1;187.0;
2018;1986;32;0;Dnipropetrovska  ;1;105.0;
2018;1986;32;0;Dnipropetrovska  ;1;116.0;
2018;1986;32;1;Dnipropetrovska  ;1;123.0;
2018;1986;32;0;Dnipropetrovska  ;0;139.0;
2018;1986;32;0;Dnipropetrovska  ;1;112.0;
2018;1986;32;1;Dnipropetrovska  ;1;195.0;
2018;1986;32;0;Dnipropetrovska  ;1;109.0;
2018;1986;32;0;Dnipropetrovska  ;0;136.0;
2018;1986;32;0;Dnipropetrovska  ;1;118.0;
2018;1986;32;0;Dnipropetrovska  ;1;118.0;
2018;1986;32;0;Dnipropetrovska  ;0;179.0;
2018;1986;32;0;Dnipropetrovska  ;1;169.0;
2018;1986;32;0;Dnipropetrovska  ;1;118.0;
2018;1986;32;1;Dnipropetrovska  ;1;109.0;
2018;1986;32;1;Dnipropetrovska  ;1;116.0;
2018;1986;32;0;Dnipropetrovska  ;1;127.0;
2018;1986;32;1;Dnipropetrovska  ;1;116.0;
2018;1986;32;0;Dnipropetrovska  ;1;138.0;
2018;1986;32;0;Dnipropetrovska  ;1;121.0;
2018;1986;32;0;Dnipropetrovska  ;1;111.0;
2019;1986;33;1;Dnipropetrovska  ;1;107;
2019;1986;33;0;Dnipropetrovska  ;1;106;
2019;1986;33;0;Dnipropetrovska  ;1;113;
2019;1986;33;0;Dnipropetrovska  ;1;100;
2019;1986;33;0;Dnipropetrovska  ;1;147;
2019;1986;33;1;Dnipropetrovska  ;1;120;
2019;1986;33;0;Dnipropetrovska  ;1;113;
2019;1986;33;0;Dnipropetrovska  ;1;137;
2019;1986;33;0;Dnipropetrovska  ;1;102;
2019;1986;33;0;Dnipropetrovska  ;1;143;
2019;1986;33;1;Dnipropetrovska  ;1;111;
2019;1986;33;1;Dnipropetrovska  ;1;144;
2019;1986;33;0;Dnipropetrovska  ;1;137;
2019;1986;33;1;Dnipropetrovska  ;1;126;
2019;1986;33;1;Dnipropetrovska  ;1;107;
2019;1986;33;0;Dnipropetrovska  ;1;109;
2019;1986;33;1;Dnipropetrovska  ;1;104;
2019;1986;33;0;Dnipropetrovska  ;1;132;
2019;1986;33;1;Dnipropetrovska  ;1;140;
2019;1986;33;1;Dnipropetrovska  ;1;127;
2019;1986;33;0;Dnipropetrovska  ;1;150;
2019;1986;33;1;Dnipropetrovska  ;1;113;
2019;1986;33;0;Dnipropetrovska  ;0;100;
2019;1986;33;1;Dnipropetrovska  ;1;132;
2019;1986;33;1;Dnipropetrovska  ;1;194;
2019;1986;33;0;Dnipropetrovska  ;1;120;
2019;1986;33;0;Dnipropetrovska  ;1;129;
2019;1986;33;0;Dnipropetrovska  ;1;106;
2019;1986;33;0;Dnipropetrovska  ;1;135;
2019;1986;33;0;Dnipropetrovska  ;1;157;
2019;1986;33;0;Dnipropetrovska  ;1;156;
2019;1986;33;0;Dnipropetrovska  ;1;122;
2019;1986;33;1;Dnipropetrovska  ;1;113;
2019;1986;33;1;Dnipropetrovska  ;1;106;
2019;1986;33;0;Dnipropetrovska  ;1;102;
2019;1986;33;1;Dnipropetrovska  ;1;111;
2020;1986;34;0;Dnipropetrovska  ;1;122;
2020;1986;34;1;Dnipropetrovska  ;1;100;
2020;1986;34;1;Dnipropetrovska  ;1;101;
2020;1986;34;0;Dnipropetrovska  ;1;140;
2020;1986;34;0;Dnipropetrovska  ;1;121;
2020;1986;34;0;Dnipropetrovska  ;1;124;
2020;1986;34;0;Dnipropetrovska  ;1;119;
2020;1986;34;1;Dnipropetrovska  ;1;134;
2020;1986;34;0;Dnipropetrovska  ;1;108;
2020;1986;34;1;Dnipropetrovska  ;1;124;
2020;1986;34;0;Dnipropetrovska  ;0;110;
2020;1986;34;0;Dnipropetrovska  ;1;119;
2020;1986;34;0;Dnipropetrovska  ;1;122;
2020;1986;34;0;Dnipropetrovska  ;1;178;
2020;1986;34;0;Dnipropetrovska  ;1;111;
2020;1986;34;0;Dnipropetrovska  ;0;130;
2020;1986;34;1;Dnipropetrovska  ;1;107;
2020;1986;34;1;Dnipropetrovska  ;0;142;
2020;1986;34;1;Dnipropetrovska  ;1;159;
2020;1986;34;0;Dnipropetrovska  ;1;103;
2020;1986;34;1;Dnipropetrovska  ;1;103;
2020;1986;34;0;Dnipropetrovska  ;1;106;
2020;1986;34;1;Dnipropetrovska  ;1;138;
2020;1986;34;1;Dnipropetrovska  ;1;101;
2020;1986;34;0;Dnipropetrovska  ;1;153;
2020;1986;34;0;Dnipropetrovska  ;1;113;
2020;1986;34;0;Dnipropetrovska  ;1;137;
2020;1986;34;0;Dnipropetrovska  ;1;114;
2020;1986;34;0;Dnipropetrovska  ;1;114;
2020;1986;34;0;Dnipropetrovska  ;1;141;
2020;1986;34;1;Dnipropetrovska  ;0;108;
2020;1986;34;0;Dnipropetrovska  ;1;156;
2020;1986;34;0;Dnipropetrovska  ;1;108;
2018;1986;32;1;Donetska  ;1;142.0;
2018;1986;32;0;Donetska  ;1;105.0;
2018;1986;32;1;Donetska  ;1;121.0;
2018;1986;32;1;Donetska  ;1;109.0;
2018;1986;32;0;Donetska  ;1;112.0;
2018;1986;32;0;Donetska  ;1;196.0;
2018;1986;32;0;Donetska  ;1;119.0;
2018;1986;32;0;Donetska  ;0;163.0;
2018;1986;32;0;Donetska  ;1;114.0;
2018;1986;32;1;Donetska  ;1;135.0;
2018;1986;32;0;Donetska  ;1;129.0;
2019;1986;33;0;Donetska  ;1;137;
2019;1986;33;1;Donetska  ;1;111;
2019;1986;33;0;Donetska  ;1;120;
2019;1986;33;0;Donetska  ;1;102;
2019;1986;33;0;Donetska  ;1;111;
2019;1986;33;1;Donetska  ;1;126;
2019;1986;33;1;Donetska  ;1;100;
2019;1986;33;0;Donetska  ;1;115;
2019;1986;33;0;Donetska  ;1;135;
2019;1986;33;0;Donetska  ;1;147;
2019;1986;33;0;Donetska  ;1;162;
2019;1986;33;1;Donetska  ;1;115;
2019;1986;33;1;Donetska  ;1;129;
2020;1986;34;0;Donetska  ;1;107;
2020;1986;34;0;Donetska  ;1;111;
2020;1986;34;0;Donetska  ;1;133;
2020;1986;34;0;Donetska  ;1;114;
2020;1986;34;0;Donetska  ;1;118;
2020;1986;34;1;Donetska  ;1;100;
2020;1986;34;0;Donetska  ;1;128;
2020;1986;34;0;Donetska  ;1;122;
2020;1986;34;0;Donetska  ;1;111;
2020;1986;34;1;Donetska  ;1;121;
2020;1986;34;0;Donetska  ;1;116;
2020;1986;34;0;Donetska  ;1;108;
2020;1986;34;0;Donetska  ;1;124;
2020;1986;34;0;Donetska  ;1;162;
2020;1986;34;1;Donetska  ;1;104;
2020;1986;34;0;Donetska  ;1;156;
2020;1986;34;0;Donetska  ;1;106;
2020;1986;34;0;Donetska  ;1;159;
2020;1986;34;0;Donetska  ;1;147;
2020;1986;34;0;Donetska  ;1;116;
2020;1986;34;1;Donetska  ;1;121;
2018;1986;32;0;Ivano-Frankivska  ;1;124.0;
2018;1986;32;0;Ivano-Frankivska  ;1;109.0;
2018;1986;32;0;Ivano-Frankivska  ;1;129.0;
2018;1986;32;1;Ivano-Frankivska  ;0;123.0;
2019;1986;33;1;Ivano-Frankivska  ;1;131;
2019;1986;33;0;Ivano-Frankivska  ;1;102;
2019;1986;33;1;Ivano-Frankivska  ;0;107;
2019;1986;33;1;Ivano-Frankivska  ;1;119;
2019;1986;33;0;Ivano-Frankivska  ;1;104;
2019;1986;33;0;Ivano-Frankivska  ;1;113;
2019;1986;33;1;Ivano-Frankivska  ;1;100;
2020;1986;34;0;Ivano-Frankivska  ;0;165;
2020;1986;34;0;Ivano-Frankivska  ;0;128;
2020;1986;34;0;Ivano-Frankivska  ;1;157;
2020;1986;34;0;Ivano-Frankivska  ;0;185;
2018;1986;32;0;Kharkivska  ;1;169.0;
2018;1986;32;1;Kharkivska  ;1;127.0;
2018;1986;32;1;Kharkivska  ;1;118.0;
2018;1986;32;0;Kharkivska  ;1;188.0;
2018;1986;32;0;Kharkivska  ;1;107.0;
2018;1986;32;0;Kharkivska  ;1;158.0;
2018;1986;32;0;Kharkivska  ;1;112.0;
2018;1986;32;0;Kharkivska  ;1;136.0;
2018;1986;32;0;Kharkivska  ;1;171.0;
2018;1986;32;1;Kharkivska  ;1;165.0;
2018;1986;32;1;Kharkivska  ;1;126.0;
2018;1986;32;0;Kharkivska  ;1;121.0;
2018;1986;32;0;Kharkivska  ;1;155.0;
2018;1986;32;1;Kharkivska  ;0;111.0;
2018;1986;32;0;Kharkivska  ;1;153.0;
2019;1986;33;0;Kharkivska  ;0;165;
2019;1986;33;0;Kharkivska  ;1;159;
2019;1986;33;0;Kharkivska  ;1;154;
2019;1986;33;1;Kharkivska  ;1;104;
2019;1986;33;0;Kharkivska  ;1;148;
2019;1986;33;1;Kharkivska  ;1;156;
2019;1986;33;0;Kharkivska  ;1;165;
2019;1986;33;1;Kharkivska  ;1;126;
2019;1986;33;1;Kharkivska  ;1;115;
2019;1986;33;0;Kharkivska  ;1;140;
2019;1986;33;0;Kharkivska  ;1;127;
2019;1986;33;0;Kharkivska  ;1;119;
2019;1986;33;1;Kharkivska  ;1;113;
2019;1986;33;0;Kharkivska  ;1;173;
2019;1986;33;0;Kharkivska  ;1;109;
2019;1986;33;1;Kharkivska  ;1;111;
2019;1986;33;0;Kharkivska  ;0;119;
2019;1986;33;0;Kharkivska  ;1;187;
2019;1986;33;1;Kharkivska  ;1;100;
2019;1986;33;0;Kharkivska  ;1;119;
2019;1986;33;1;Kharkivska  ;1;113;
2019;1986;33;1;Kharkivska  ;0;122;
2019;1986;33;0;Kharkivska  ;0;107;
2020;1986;34;1;Kharkivska  ;1;107;
2020;1986;34;1;Kharkivska  ;1;177;
2020;1986;34;0;Kharkivska  ;0;114;
2020;1986;34;0;Kharkivska  ;1;138;
2020;1986;34;1;Kharkivska  ;1;119;
2020;1986;34;1;Kharkivska  ;1;128;
2020;1986;34;0;Kharkivska  ;1;130;
2020;1986;34;1;Kharkivska  ;1;114;
2020;1986;34;0;Kharkivska  ;1;116;
2020;1986;34;0;Kharkivska  ;1;119;
2018;1986;32;0;Khersonska  ;0;146.0;
2018;1986;32;0;Khersonska  ;1;111.0;
2018;1986;32;1;Khersonska  ;1;116.0;
2018;1986;32;0;Khersonska  ;0;138.0;
2018;1986;32;0;Khersonska  ;1;141.0;
2019;1986;33;0;Khersonska  ;0;106;
2019;1986;33;1;Khersonska  ;1;119;
2019;1986;33;0;Khersonska  ;0;107;
2019;1986;33;0;Khersonska  ;1;165;
2019;1986;33;1;Khersonska  ;1;135;
2019;1986;33;0;Khersonska  ;0;109;
2019;1986;33;0;Khersonska  ;1;102;
2019;1986;33;0;Khersonska  ;0;106;
2019;1986;33;0;Khersonska  ;0;122;
2019;1986;33;1;Khersonska  ;0;102;
2019;1986;33;0;Khersonska  ;1;145;
2019;1986;33;0;Khersonska  ;0;132;
2020;1986;34;0;Khersonska  ;0;111;
2020;1986;34;1;Khersonska  ;1;101;
2020;1986;34;0;Khersonska  ;1;135;
2018;1986;32;0;Kirovohradska  ;0;119.0;
2018;1986;32;0;Kirovohradska  ;1;107.0;
2018;1986;32;1;Kirovohradska  ;1;102.0;
2018;1986;32;0;Kirovohradska  ;1;107.0;
2018;1986;32;0;Kirovohradska  ;1;127.0;
2019;1986;33;0;Kirovohradska  ;1;147;
2019;1986;33;1;Kirovohradska  ;1;102;
2019;1986;33;0;Kirovohradska  ;0;100;
2019;1986;33;1;Kirovohradska  ;1;134;
2019;1986;33;0;Kirovohradska  ;1;150;
2020;1986;34;1;Kirovohradska  ;0;127;
2020;1986;34;0;Kirovohradska  ;0;101;
2020;1986;34;0;Kirovohradska  ;0;156;
2020;1986;34;0;Kirovohradska  ;1;106;
2020;1986;34;0;Kirovohradska  ;1;119;
2020;1986;34;0;Kirovohradska  ;1;127;
2020;1986;34;0;Kirovohradska  ;1;107;
2020;1986;34;0;Kirovohradska  ;1;122;
2018;1986;32;1;Kyiv;1;132.0;
2018;1986;32;0;Kyiv;1;136.0;
2018;1986;32;0;Kyiv;1;102.0;
2018;1986;32;0;Kyiv;1;163.0;
2018;1986;32;0;Kyiv;1;134.0;
2018;1986;32;0;Kyiv;1;174.0;
2018;1986;32;0;Kyiv;1;168.0;
2018;1986;32;1;Kyiv;1;141.0;
2018;1986;32;1;Kyiv;1;151.0;
2018;1986;32;0;Kyiv;1;143.0;
2018;1986;32;1;Kyiv;1;104.0;
2018;1986;32;1;Kyiv;1;119.0;
2018;1986;32;1;Kyiv;1;151.0;
2018;1986;32;0;Kyiv;1;156.0;
2018;1986;32;0;Kyiv;1;165.0;
2018;1986;32;0;Kyiv;1;127.0;
2018;1986;32;0;Kyiv;1;175.0;
2018;1986;32;0;Kyiv;1;109.0;
2018;1986;32;1;Kyiv;1;153.0;
2018;1986;32;0;Kyiv;1;111.0;
2018;1986;32;0;Kyiv;1;121.0;
2018;1986;32;1;Kyiv;1;109.0;
2018;1986;32;0;Kyiv;1;116.0;
2018;1986;32;1;Kyiv;1;116.0;
2019;1986;33;1;Kyiv;1;109;
2019;1986;33;1;Kyiv;1;119;
2019;1986;33;0;Kyiv;1;147;
2019;1986;33;0;Kyiv;1;124;
2019;1986;33;1;Kyiv;1;120;
2019;1986;33;0;Kyiv;1;147;
2019;1986;33;0;Kyiv;1;132;
2019;1986;33;1;Kyiv;1;119;
2019;1986;33;0;Kyiv;1;134;
2019;1986;33;0;Kyiv;1;134;
2019;1986;33;0;Kyiv;1;143;
2019;1986;33;0;Kyiv;1;137;
2019;1986;33;0;Kyiv;1;199.5;
2019;1986;33;0;Kyiv;1;120;
2019;1986;33;0;Kyiv;1;120;
2019;1986;33;0;Kyiv;1;129;
2019;1986;33;0;Kyiv;1;131;
2019;1986;33;0;Kyiv;1;122;
2019;1986;33;0;Kyiv;1;149;
2019;1986;33;0;Kyiv;1;137;
2019;1986;33;0;Kyiv;1;145;
2019;1986;33;1;Kyiv;1;137;
2019;1986;33;0;Kyiv;1;124;
2020;1986;34;0;Kyiv;1;114;
2020;1986;34;0;Kyiv;1;116;
2020;1986;34;0;Kyiv;1;130;
2020;1986;34;1;Kyiv;1;128;
2020;1986;34;0;Kyiv;1;127;
2020;1986;34;0;Kyiv;1;135;
2020;1986;34;0;Kyiv;1;107;
2020;1986;34;0;Kyiv;1;184;
2020;1986;34;1;Kyiv;1;104;
2018;1986;32;0;Kyivska  ;0;124.0;
2018;1986;32;0;Kyivska  ;1;121.0;
2018;1986;32;0;Kyivska  ;1;124.0;
2018;1986;32;1;Kyivska  ;0;141.0;
2018;1986;32;0;Kyivska  ;0;136.0;
2018;1986;32;0;Kyivska  ;1;114.0;
2018;1986;32;0;Kyivska  ;1;112.0;
2018;1986;32;0;Kyivska  ;1;111.0;
2018;1986;32;0;Kyivska  ;0;119.0;
2018;1986;32;0;Kyivska  ;1;127.0;
2018;1986;32;0;Kyivska  ;1;178.0;
2018;1986;32;0;Kyivska  ;1;129.0;
2018;1986;32;1;Kyivska  ;1;153.0;
2018;1986;32;0;Kyivska  ;1;141.0;
2018;1986;32;0;Kyivska  ;1;121.0;
2018;1986;32;0;Kyivska  ;1;111.0;
2018;1986;32;0;Kyivska  ;0;114.0;
2018;1986;32;0;Kyivska  ;0;145.0;
2019;1986;33;0;Kyivska  ;0;122;
2019;1986;33;0;Kyivska  ;1;155;
2019;1986;33;0;Kyivska  ;0;102;
2019;1986;33;1;Kyivska  ;0;104;
2019;1986;33;0;Kyivska  ;1;109;
2019;1986;33;0;Kyivska  ;0;155;
2019;1986;33;1;Kyivska  ;1;109;
2019;1986;33;0;Kyivska  ;1;107;
2020;1986;34;0;Kyivska  ;1;114;
2020;1986;34;0;Kyivska  ;1;121;
2020;1986;34;0;Kyivska  ;1;133;
2020;1986;34;1;Kyivska  ;0;107;
2020;1986;34;0;Kyivska  ;1;144;
2020;1986;34;1;Kyivska  ;1;121;
2020;1986;34;1;Kyivska  ;1;108;
2020;1986;34;0;Kyivska  ;1;158;
2020;1986;34;1;Kyivska  ;0;130;
2020;1986;34;0;Kyivska  ;1;152;
2020;1986;34;0;Kyivska  ;0;181;
2020;1986;34;0;Kyivska  ;1;113;
2020;1986;34;1;Kyivska  ;1;134;
2020;1986;34;1;Kyivska  ;1;118;
2020;1986;34;0;Kyivska  ;0;127;
2018;1986;32;0;Luhanska  ;1;114.0;
2018;1986;32;0;Luhanska  ;1;150.0;
2018;1986;32;1;Luhanska  ;1;105.0;
2018;1986;32;0;Luhanska  ;0;126.0;
2018;1986;32;1;Luhanska  ;1;105.0;
2018;1986;32;0;Luhanska  ;0;156.0;
2018;1986;32;0;Luhanska  ;0;134.0;
2018;1986;32;0;Luhanska  ;1;118.0;
2018;1986;32;0;Luhanska  ;1;129.0;
2018;1986;32;0;Luhanska  ;1;100.0;
2018;1986;32;1;Luhanska  ;1;104.0;
2018;1986;32;1;Luhanska  ;1;104.0;
2019;1986;33;0;Luhanska  ;1;120;
2019;1986;33;0;Luhanska  ;1;100;
2019;1986;33;1;Luhanska  ;0;104;
2019;1986;33;0;Luhanska  ;1;113;
2019;1986;33;0;Luhanska  ;0;119;
2019;1986;33;0;Luhanska  ;1;100;
2019;1986;33;0;Luhanska  ;1;120;
2019;1986;33;0;Luhanska  ;1;107;
2019;1986;33;1;Luhanska  ;1;107;
2019;1986;33;0;Luhanska  ;1;132;
2019;1986;33;0;Luhanska  ;1;135;
2019;1986;33;0;Luhanska  ;0;115;
2019;1986;33;0;Luhanska  ;1;100;
2019;1986;33;0;Luhanska  ;1;140;
2019;1986;33;0;Luhanska  ;1;100;
2019;1986;33;0;Luhanska  ;1;100;
2019;1986;33;0;Luhanska  ;1;107;
2019;1986;33;0;Luhanska  ;1;122;
2019;1986;33;0;Luhanska  ;1;119;
2020;1986;34;0;Luhanska  ;1;125;
2020;1986;34;0;Luhanska  ;1;104;
2020;1986;34;0;Luhanska  ;1;130;
2020;1986;34;0;Luhanska  ;1;133;
2020;1986;34;0;Luhanska  ;1;103;
2020;1986;34;0;Luhanska  ;1;107;
2020;1986;34;0;Luhanska  ;1;148;
2020;1986;34;0;Luhanska  ;1;125;
2020;1986;34;0;Luhanska  ;1;106;
2020;1986;34;0;Luhanska  ;1;119;
2020;1986;34;0;Luhanska  ;0;106;
2018;1986;32;1;Mykolaivska  ;1;124.0;
2018;1986;32;0;Mykolaivska  ;0;141.0;
2018;1986;32;0;Mykolaivska  ;1;123.0;
2018;1986;32;0;Mykolaivska  ;1;105.0;
2018;1986;32;0;Mykolaivska  ;1;131.0;
2018;1986;32;0;Mykolaivska  ;1;129.0;
2018;1986;32;0;Mykolaivska  ;1;102.0;
2018;1986;32;0;Mykolaivska  ;1;107.0;
2018;1986;32;1;Mykolaivska  ;1;139.0;
2019;1986;33;0;Mykolaivska  ;0;137;
2019;1986;33;1;Mykolaivska  ;1;160;
2019;1986;33;0;Mykolaivska  ;1;119;
2019;1986;33;0;Mykolaivska  ;1;117;
2019;1986;33;1;Mykolaivska  ;1;127;
2019;1986;33;1;Mykolaivska  ;1;115;
2019;1986;33;0;Mykolaivska  ;0;117;
2019;1986;33;1;Mykolaivska  ;1;106;
2019;1986;33;0;Mykolaivska  ;0;117;
2020;1986;34;0;Mykolaivska  ;1;110;
2020;1986;34;0;Mykolaivska  ;1;130;
2020;1986;34;1;Mykolaivska  ;1;110;
2020;1986;34;0;Mykolaivska  ;0;125;
2020;1986;34;0;Mykolaivska  ;1;127;
2020;1986;34;0;Mykolaivska  ;1;127;
2020;1986;34;0;Mykolaivska  ;1;124;
2020;1986;34;1;Mykolaivska  ;1;116;
2020;1986;34;1;Mykolaivska  ;1;104;
2020;1986;34;1;Mykolaivska  ;1;142;
2020;1986;34;0;Mykolaivska  ;1;150;
2020;1986;34;0;Mykolaivska  ;1;141;
2020;1986;34;0;Mykolaivska  ;1;160;
2020;1986;34;0;Mykolaivska  ;1;101;
2018;1986;32;0;Odeska  ;1;187.0;
2018;1986;32;0;Odeska  ;1;114.0;
2018;1986;32;1;Odeska  ;0;107.0;
2018;1986;32;0;Odeska  ;1;138.0;
2018;1986;32;1;Odeska  ;1;129.0;
2018;1986;32;0;Odeska  ;0;131.0;
2018;1986;32;0;Odeska  ;1;118.0;
2018;1986;32;0;Odeska  ;0;104.0;
2018;1986;32;1;Odeska  ;1;109.0;
2018;1986;32;0;Odeska  ;1;109.0;
2018;1986;32;1;Odeska  ;0;102.0;
2018;1986;32;1;Odeska  ;1;123.0;
2018;1986;32;0;Odeska  ;1;107.0;
2018;1986;32;1;Odeska  ;0;129.0;
2018;1986;32;0;Odeska  ;0;102.0;
2018;1986;32;1;Odeska  ;1;143.0;
2018;1986;32;0;Odeska  ;1;143.0;
2018;1986;32;0;Odeska  ;1;178.0;
2018;1986;32;1;Odeska  ;1;157.0;
2019;1986;33;0;Odeska  ;1;127;
2019;1986;33;0;Odeska  ;1;102;
2019;1986;33;1;Odeska  ;1;164;
2019;1986;33;0;Odeska  ;1;149;
2019;1986;33;1;Odeska  ;1;109;
2019;1986;33;0;Odeska  ;0;111;
2019;1986;33;1;Odeska  ;1;107;
2019;1986;33;0;Odeska  ;1;141;
2019;1986;33;0;Odeska  ;1;100;
2019;1986;33;0;Odeska  ;1;149;
2019;1986;33;0;Odeska  ;1;144;
2020;1986;34;0;Odeska  ;1;171;
2020;1986;34;0;Odeska  ;1;172;
2020;1986;34;0;Odeska  ;0;142;
2020;1986;34;1;Odeska  ;1;106;
2020;1986;34;1;Odeska  ;1;107;
2020;1986;34;1;Odeska  ;1;104;
2020;1986;34;0;Odeska  ;1;130;
2020;1986;34;0;Odeska  ;0;142;
2020;1986;34;1;Odeska  ;1;130;
2020;1986;34;0;Odeska  ;1;130;
2020;1986;34;0;Odeska  ;0;131;
2020;1986;34;1;Odeska  ;1;100;
2018;1986;32;1;Sumska  ;1;109.0;
2018;1986;32;0;Sumska  ;1;135.0;
2018;1986;32;1;Sumska  ;1;145.0;
2018;1986;32;1;Sumska  ;1;116.0;
2018;1986;32;1;Sumska  ;1;129.0;
2018;1986;32;0;Sumska  ;1;116.0;
2019;1986;33;0;Sumska  ;0;106;
2019;1986;33;0;Sumska  ;0;115;
2019;1986;33;1;Sumska  ;0;126;
2019;1986;33;1;Sumska  ;1;122;
2019;1986;33;1;Sumska  ;1;102;
2019;1986;33;0;Sumska  ;1;104;
2019;1986;33;1;Sumska  ;1;119;
2019;1986;33;1;Sumska  ;1;104;
2019;1986;33;0;Sumska  ;1;106;
2019;1986;33;0;Sumska  ;1;127;
2019;1986;33;0;Sumska  ;1;117;
2019;1986;33;0;Sumska  ;1;137;
2020;1986;34;1;Sumska  ;1;118;
2020;1986;34;0;Sumska  ;1;108;
2020;1986;34;0;Sumska  ;1;113;
2020;1986;34;0;Sumska  ;1;156;
2020;1986;34;1;Sumska  ;1;116;
2020;1986;34;0;Sumska  ;1;118;
2018;1986;32;1;Zaporizka  ;1;112.0;
2018;1986;32;1;Zaporizka  ;1;135.0;
2018;1986;32;1;Zaporizka  ;1;109.0;
2018;1986;32;0;Zaporizka  ;0;138.0;
2018;1986;32;0;Zaporizka  ;0;129.0;
2018;1986;32;0;Zaporizka  ;0;168.0;
2018;1986;32;1;Zaporizka  ;1;107.0;
2018;1986;32;0;Zaporizka  ;1;111.0;
2018;1986;32;1;Zaporizka  ;1;136.0;
2018;1986;32;0;Zaporizka  ;1;100.0;
2018;1986;32;0;Zaporizka  ;0;105.0;
2018;1986;32;0;Zaporizka  ;1;138.0;
2018;1986;32;0;Zaporizka  ;0;143.0;
2018;1986;32;0;Zaporizka  ;1;135.0;
2018;1986;32;0;Zaporizka  ;1;141.0;
2018;1986;32;1;Zaporizka  ;1;121.0;
2018;1986;32;0;Zaporizka  ;1;107.0;
2018;1986;32;0;Zaporizka  ;1;168.0;
2018;1986;32;0;Zaporizka  ;1;109.0;
2019;1986;33;0;Zaporizka  ;1;143;
2019;1986;33;1;Zaporizka  ;0;145;
2019;1986;33;1;Zaporizka  ;1;106;
2019;1986;33;0;Zaporizka  ;1;120;
2019;1986;33;1;Zaporizka  ;1;109;
2019;1986;33;0;Zaporizka  ;0;122;
2019;1986;33;0;Zaporizka  ;1;104;
2019;1986;33;1;Zaporizka  ;1;138;
2019;1986;33;0;Zaporizka  ;1;113;
2019;1986;33;1;Zaporizka  ;1;122;
2019;1986;33;0;Zaporizka  ;1;134;
2019;1986;33;0;Zaporizka  ;1;109;
2019;1986;33;0;Zaporizka  ;1;140;
2019;1986;33;0;Zaporizka  ;1;120;
2019;1986;33;0;Zaporizka  ;1;129;
2019;1986;33;1;Zaporizka  ;1;104;
2019;1986;33;0;Zaporizka  ;1;100;
2019;1986;33;0;Zaporizka  ;0;144;
2019;1986;33;0;Zaporizka  ;1;106;
2019;1986;33;0;Zaporizka  ;1;117;
2019;1986;33;0;Zaporizka  ;1;115;
2019;1986;33;1;Zaporizka  ;1;132;
2019;1986;33;0;Zaporizka  ;1;115;
2020;1986;34;1;Zaporizka  ;0;131;
2020;1986;34;0;Zaporizka  ;0;124;
2020;1986;34;0;Zaporizka  ;1;141;
2020;1986;34;1;Zaporizka  ;1;106;
2020;1986;34;1;Zaporizka  ;1;106;
