Year;Birth;Age;Sex;Reg;RegType;UkrBall100;
2020;1986;34;0;Zaporizka  ;1;122;
2020;1986;34;1;Zaporizka  ;0;100;
2020;1986;34;1;Zaporizka  ;1;104;
2020;1986;34;0;Zaporizka  ;1;125;
2020;1986;34;0;Zaporizka  ;1;119;
2020;1986;34;0;Zaporizka  ;1;108;
2020;1986;34;0;Zaporizka  ;1;133;
2020;1986;34;1;Zaporizka  ;1;121;
2020;1986;34;0;Zaporizka  ;1;121;
2020;1986;34;1;Zaporizka  ;0;108;
2018;1986;32;1;Zhytomyrska  ;1;132.0;
2018;1986;32;0;Zhytomyrska  ;1;104.0;
2018;1986;32;0;Zhytomyrska  ;1;105.0;
2018;1986;32;0;Zhytomyrska  ;1;171.0;
2018;1986;32;1;Zhytomyrska  ;1;116.0;
2019;1986;33;0;Zhytomyrska  ;0;111;
2019;1986;33;0;Zhytomyrska  ;0;152;
2019;1986;33;1;Zhytomyrska  ;1;127;
2020;1986;34;0;Zhytomyrska  ;1;116;
2020;1986;34;1;Zhytomyrska  ;1;163;
2020;1986;34;0;Zhytomyrska  ;0;125;
2020;1986;34;0;Zhytomyrska  ;1;133;
2020;1986;34;0;Zhytomyrska  ;1;145;
2020;1986;34;0;Zhytomyrska  ;0;108;
2020;1986;34;1;Vinnytska  ;1;103;
2020;1986;34;1;Vinnytska  ;1;150;
2020;1986;34;1;Vinnytska  ;1;141;
2020;1986;34;0;Vinnytska  ;1;159;
2020;1986;34;1;Vinnytska  ;1;100;
2020;1986;34;1;Vinnytska  ;1;116;
2020;1986;34;0;Vinnytska  ;1;133;
2020;1986;34;0;Vinnytska  ;1;171;
2020;1986;34;1;Vinnytska  ;1;130;
2020;1986;34;1;Vinnytska  ;1;140;
2020;1986;34;1;Volynska  ;1;111;
2020;1986;34;0;Volynska  ;0;103;
2020;1986;34;0;Zakarpatska  ;1;127;
2020;1986;34;1;Lvivska  ;1;110;
2020;1986;34;0;Lvivska  ;1;116;
2020;1986;34;0;Lvivska  ;1;157;
2020;1986;34;1;Lvivska  ;0;104;
2020;1986;34;1;Lvivska  ;1;127;
2020;1986;34;1;Lvivska  ;1;103;
2020;1986;34;0;Lvivska  ;0;154;
2020;1986;34;1;Lvivska  ;1;106;
2020;1986;34;0;Lvivska  ;1;103;
2020;1986;34;0;Lvivska  ;1;131;
2020;1986;34;0;Lvivska  ;1;178;
2020;1986;34;0;Lvivska  ;0;135;
2020;1986;34;0;Lvivska  ;1;110;
2020;1986;34;0;Lvivska  ;1;121;
2020;1986;34;0;Lvivska  ;1;138;
2020;1986;34;0;Poltavska  ;1;133;
2020;1986;34;0;Poltavska  ;1;130;
2020;1986;34;0;Poltavska  ;1;131;
2020;1986;34;0;Poltavska  ;1;138;
2020;1986;34;0;Poltavska  ;1;121;
2020;1986;34;0;Poltavska  ;0;116;
2020;1986;34;0;Poltavska  ;1;137;
2020;1986;34;0;Poltavska  ;1;141;
2020;1986;34;1;Poltavska  ;1;153;
2020;1986;34;0;Poltavska  ;1;111;
2020;1986;34;0;Poltavska  ;1;111;
2020;1986;34;0;Poltavska  ;1;141;
2020;1986;34;0;Poltavska  ;1;144;
2020;1986;34;1;Rivnenska  ;1;137;
2020;1986;34;0;Rivnenska  ;1;122;
2020;1986;34;1;Rivnenska  ;1;110;
2020;1986;34;0;Rivnenska  ;0;147;
2020;1986;34;0;Rivnenska  ;0;157;
2020;1986;34;0;Rivnenska  ;1;119;
2020;1986;34;0;Ternopilska  ;1;107;
2020;1986;34;0;Ternopilska  ;1;108;
2020;1986;34;0;Ternopilska  ;1;180;
2020;1986;34;0;Ternopilska  ;0;140;
2020;1986;34;1;Khmelnytska  ;1;125;
2020;1986;34;0;Khmelnytska  ;1;118;
2020;1986;34;0;Khmelnytska  ;0;145;
2020;1986;34;0;Khmelnytska  ;1;131;
2020;1986;34;0;Khmelnytska  ;1;190;
2020;1986;34;0;Khmelnytska  ;1;114;
2020;1986;34;0;Khmelnytska  ;0;104;
2019;1986;33;1;Vinnytska  ;1;122;
2019;1986;33;1;Vinnytska  ;1;104;
2019;1986;33;0;Vinnytska  ;1;124;
2019;1986;33;0;Vinnytska  ;1;119;
2019;1986;33;0;Vinnytska  ;1;159;
2019;1986;33;0;Vinnytska  ;1;156;
2019;1986;33;1;Vinnytska  ;0;100;
2019;1986;33;0;Volynska  ;1;129;
2019;1986;33;0;Volynska  ;1;117;
2019;1986;33;0;Volynska  ;0;154;
2019;1986;33;0;Zakarpatska  ;0;124;
2019;1986;33;1;Zakarpatska  ;0;100;
2019;1986;33;0;Lvivska  ;1;104;
2019;1986;33;0;Lvivska  ;1;141;
2019;1986;33;1;Lvivska  ;0;120;
2019;1986;33;0;Lvivska  ;0;166;
2019;1986;33;1;Poltavska  ;1;122;
2019;1986;33;1;Poltavska  ;0;117;
2019;1986;33;0;Poltavska  ;1;150;
2019;1986;33;1;Poltavska  ;1;115;
2019;1986;33;1;Poltavska  ;1;120;
2019;1986;33;1;Poltavska  ;0;122;
2019;1986;33;0;Poltavska  ;0;119;
2019;1986;33;0;Poltavska  ;1;120;
2019;1986;33;0;Poltavska  ;1;143;
2019;1986;33;0;Poltavska  ;1;165;
2019;1986;33;0;Poltavska  ;1;122;
2019;1986;33;0;Rivnenska  ;1;104;
2019;1986;33;0;Rivnenska  ;0;113;
2019;1986;33;0;Rivnenska  ;1;124;
2019;1986;33;0;Rivnenska  ;1;127;
2019;1986;33;0;Rivnenska  ;1;104;
2019;1986;33;0;Ternopilska  ;1;102;
2019;1986;33;0;Ternopilska  ;1;106;
2019;1986;33;0;Ternopilska  ;1;109;
2019;1986;33;1;Khmelnytska  ;1;129;
2019;1986;33;0;Khmelnytska  ;1;106;
2019;1986;33;0;Khmelnytska  ;1;104;
2019;1986;33;0;Khmelnytska  ;1;113;
2019;1986;33;0;Khmelnytska  ;1;113;
2018;1986;32;0;Vinnytska  ;1;170.0;
2018;1986;32;0;Vinnytska  ;1;100.0;
2018;1986;32;1;Vinnytska  ;1;145.0;
2018;1986;32;0;Vinnytska  ;1;114.0;
2018;1986;32;1;Vinnytska  ;0;129.0;
2018;1986;32;1;Volynska  ;0;121.0;
2018;1986;32;0;Volynska  ;1;143.0;
2018;1986;32;1;Volynska  ;0;126.0;
2018;1986;32;0;Volynska  ;0;111.0;
2018;1986;32;0;Zakarpatska  ;1;167.0;
2018;1986;32;0;Zakarpatska  ;0;139.0;
2018;1986;32;0;Lvivska  ;1;132.0;
2018;1986;32;1;Lvivska  ;1;111.0;
2018;1986;32;1;Lvivska  ;1;112.0;
2018;1986;32;0;Lvivska  ;1;182.0;
2018;1986;32;0;Lvivska  ;1;109.0;
2018;1986;32;1;Lvivska  ;1;148.0;
2018;1986;32;0;Lvivska  ;0;129.0;
2018;1986;32;0;Lvivska  ;1;142.0;
2018;1986;32;0;Poltavska  ;0;123.0;
2018;1986;32;0;Poltavska  ;0;138.0;
2018;1986;32;1;Poltavska  ;0;124.0;
2018;1986;32;1;Poltavska  ;0;121.0;
2018;1986;32;0;Poltavska  ;1;116.0;
2018;1986;32;1;Poltavska  ;0;100.0;
2018;1986;32;0;Poltavska  ;1;151.0;
2018;1986;32;0;Poltavska  ;0;139.0;
2018;1986;32;0;Poltavska  ;1;126.0;
2018;1986;32;0;Poltavska  ;1;112.0;
2018;1986;32;0;Poltavska  ;1;148.0;
2018;1986;32;0;Poltavska  ;0;100.0;
2018;1986;32;0;Poltavska  ;1;182.0;
2018;1986;32;0;Rivnenska  ;1;155.0;
2018;1986;32;0;Ternopilska  ;1;124.0;
2018;1986;32;0;Ternopilska  ;0;135.0;
2018;1986;32;0;Ternopilska  ;1;134.0;
2018;1986;32;0;Ternopilska  ;0;148.0;
2018;1986;32;1;Ternopilska  ;1;119.0;
2018;1986;32;0;Ternopilska  ;1;131.0;
2018;1986;32;0;Ternopilska  ;0;153.0;
2018;1986;32;0;Khmelnytska  ;1;138.0;
2018;1986;32;0;Khmelnytska  ;1;186.0;
2018;1986;32;0;Chernivetska  ;1;162.0;
2018;1986;32;0;Chernivetska  ;0;116.0;
2018;1986;32;1;Chernivetska  ;1;121.0;
2018;1986;32;0;Chernivetska  ;1;105.0;
2019;1986;33;0;Chernivetska  ;1;134;
2019;1986;33;0;Chernivetska  ;0;117;
2019;1986;33;0;Chernivetska  ;0;106;
2019;1986;33;0;Chernivetska  ;1;134;
2019;1986;33;0;Chernivetska  ;1;111;
2019;1986;33;0;Chernivetska  ;1;104;
2020;1986;34;0;Chernivetska  ;0;100;
2020;1986;34;1;Chernivetska  ;0;121;
2018;1986;32;1;Chernihivska  ;0;126.0;
2018;1986;32;0;Chernihivska  ;0;118.0;
2019;1986;33;0;Chernihivska  ;1;122;
2020;1986;34;1;Chernihivska  ;1;106;
2020;1986;34;1;Chernihivska  ;1;121;
2020;1986;34;0;Chernihivska  ;1;103;
2020;1986;34;0;Chernihivska  ;1;107;
2020;1986;34;0;Chernihivska  ;1;125;
2018;1987;31;0;Cherkaska  ;1;170.0;
2018;1987;31;0;Cherkaska  ;1;129.0;
2018;1987;31;0;Cherkaska  ;1;124.0;
2019;1987;32;0;Cherkaska  ;1;147;
2019;1987;32;1;Cherkaska  ;1;104;
2019;1987;32;0;Cherkaska  ;1;147;
2019;1987;32;0;Cherkaska  ;1;132;
2020;1987;33;0;Cherkaska  ;1;134;
2020;1987;33;0;Cherkaska  ;1;101;
2020;1987;33;0;Cherkaska  ;1;162;
2020;1987;33;0;Cherkaska  ;1;133;
2020;1987;33;0;Cherkaska  ;1;119;
2020;1987;33;0;Cherkaska  ;1;101;
2020;1987;33;0;Cherkaska  ;1;107;
2018;1987;31;0;Dnipropetrovska  ;1;152.0;
2018;1987;31;0;Dnipropetrovska  ;1;116.0;
2018;1987;31;0;Dnipropetrovska  ;1;105.0;
2018;1987;31;0;Dnipropetrovska  ;1;105.0;
2018;1987;31;0;Dnipropetrovska  ;1;111.0;
2018;1987;31;1;Dnipropetrovska  ;1;104.0;
2018;1987;31;0;Dnipropetrovska  ;1;118.0;
2018;1987;31;0;Dnipropetrovska  ;1;123.0;
2018;1987;31;1;Dnipropetrovska  ;1;105.0;
2018;1987;31;0;Dnipropetrovska  ;1;127.0;
2018;1987;31;0;Dnipropetrovska  ;1;158.0;
2018;1987;31;0;Dnipropetrovska  ;1;105.0;
2018;1987;31;0;Dnipropetrovska  ;1;188.0;
2018;1987;31;0;Dnipropetrovska  ;1;134.0;
2018;1987;31;1;Dnipropetrovska  ;1;121.0;
2018;1987;31;0;Dnipropetrovska  ;1;143.0;
2018;1987;31;1;Dnipropetrovska  ;1;112.0;
2018;1987;31;1;Dnipropetrovska  ;1;119.0;
2018;1987;31;1;Dnipropetrovska  ;1;150.0;
2018;1987;31;1;Dnipropetrovska  ;1;139.0;
2018;1987;31;1;Dnipropetrovska  ;1;123.0;
2018;1987;31;0;Dnipropetrovska  ;1;111.0;
2018;1987;31;1;Dnipropetrovska  ;1;114.0;
2018;1987;31;0;Dnipropetrovska  ;1;123.0;
2018;1987;31;0;Dnipropetrovska  ;1;141.0;
2018;1987;31;1;Dnipropetrovska  ;1;109.0;
2018;1987;31;0;Dnipropetrovska  ;1;145.0;
2018;1987;31;0;Dnipropetrovska  ;1;129.0;
2018;1987;31;0;Dnipropetrovska  ;0;105.0;
2018;1987;31;0;Dnipropetrovska  ;1;114.0;
2018;1987;31;0;Dnipropetrovska  ;1;169.0;
2018;1987;31;1;Dnipropetrovska  ;1;105.0;
2018;1987;31;1;Dnipropetrovska  ;1;102.0;
2018;1987;31;1;Dnipropetrovska  ;0;159.0;
2019;1987;32;0;Dnipropetrovska  ;1;137;
2019;1987;32;1;Dnipropetrovska  ;1;126;
2019;1987;32;0;Dnipropetrovska  ;0;111;
2019;1987;32;0;Dnipropetrovska  ;1;134;
2019;1987;32;1;Dnipropetrovska  ;1;141;
2019;1987;32;0;Dnipropetrovska  ;1;102;
2019;1987;32;0;Dnipropetrovska  ;1;122;
2019;1987;32;1;Dnipropetrovska  ;1;137;
2019;1987;32;0;Dnipropetrovska  ;1;100;
2019;1987;32;0;Dnipropetrovska  ;1;120;
2019;1987;32;0;Dnipropetrovska  ;1;129;
2019;1987;32;1;Dnipropetrovska  ;1;104;
2019;1987;32;0;Dnipropetrovska  ;1;115;
2019;1987;32;1;Dnipropetrovska  ;1;147;
2019;1987;32;0;Dnipropetrovska  ;1;155;
2019;1987;32;0;Dnipropetrovska  ;1;109;
2019;1987;32;1;Dnipropetrovska  ;1;113;
2019;1987;32;0;Dnipropetrovska  ;1;129;
2019;1987;32;0;Dnipropetrovska  ;1;131;
2019;1987;32;1;Dnipropetrovska  ;1;119;
2019;1987;32;0;Dnipropetrovska  ;1;124;
2019;1987;32;0;Dnipropetrovska  ;1;147;
2019;1987;32;0;Dnipropetrovska  ;1;175;
2019;1987;32;1;Dnipropetrovska  ;1;102;
2019;1987;32;0;Dnipropetrovska  ;1;129;
2019;1987;32;1;Dnipropetrovska  ;0;132;
2019;1987;32;0;Dnipropetrovska  ;1;113;
2019;1987;32;0;Dnipropetrovska  ;1;132;
2019;1987;32;1;Dnipropetrovska  ;1;106;
2019;1987;32;0;Dnipropetrovska  ;1;100;
2019;1987;32;0;Dnipropetrovska  ;1;122;
2019;1987;32;0;Dnipropetrovska  ;1;117;
2019;1987;32;0;Dnipropetrovska  ;1;106;
2019;1987;32;1;Dnipropetrovska  ;1;147;
2019;1987;32;0;Dnipropetrovska  ;1;129;
2019;1987;32;1;Dnipropetrovska  ;1;109;
2019;1987;32;1;Dnipropetrovska  ;1;129;
2020;1987;33;0;Dnipropetrovska  ;1;108;
2020;1987;33;1;Dnipropetrovska  ;1;158;
2020;1987;33;0;Dnipropetrovska  ;1;119;
2020;1987;33;0;Dnipropetrovska  ;0;113;
2020;1987;33;1;Dnipropetrovska  ;1;101;
2020;1987;33;0;Dnipropetrovska  ;1;140;
2020;1987;33;0;Dnipropetrovska  ;1;111;
2020;1987;33;0;Dnipropetrovska  ;1;150;
2020;1987;33;0;Dnipropetrovska  ;1;135;
2020;1987;33;0;Dnipropetrovska  ;1;108;
2020;1987;33;0;Dnipropetrovska  ;0;119;
2020;1987;33;1;Dnipropetrovska  ;1;103;
2020;1987;33;0;Dnipropetrovska  ;1;127;
2020;1987;33;1;Dnipropetrovska  ;0;111;
2020;1987;33;0;Dnipropetrovska  ;0;103;
2020;1987;33;0;Dnipropetrovska  ;0;116;
2020;1987;33;0;Dnipropetrovska  ;1;103;
2020;1987;33;0;Dnipropetrovska  ;1;122;
2020;1987;33;0;Dnipropetrovska  ;0;125;
2020;1987;33;1;Dnipropetrovska  ;1;103;
2020;1987;33;0;Dnipropetrovska  ;0;111;
2020;1987;33;0;Dnipropetrovska  ;1;106;
2020;1987;33;0;Dnipropetrovska  ;1;145;
2020;1987;33;0;Dnipropetrovska  ;0;158;
2020;1987;33;1;Dnipropetrovska  ;1;128;
2020;1987;33;0;Dnipropetrovska  ;1;103;
2020;1987;33;0;Dnipropetrovska  ;1;127;
2020;1987;33;0;Dnipropetrovska  ;0;152;
2020;1987;33;1;Dnipropetrovska  ;1;138;
2020;1987;33;1;Dnipropetrovska  ;1;121;
2020;1987;33;0;Dnipropetrovska  ;1;152;
2020;1987;33;1;Dnipropetrovska  ;1;100;
2020;1987;33;0;Dnipropetrovska  ;1;119;
2020;1987;33;1;Dnipropetrovska  ;1;170;
2020;1987;33;0;Dnipropetrovska  ;1;110;
2020;1987;33;0;Dnipropetrovska  ;1;164;
2020;1987;33;0;Dnipropetrovska  ;1;147;
2020;1987;33;0;Dnipropetrovska  ;1;118;
2020;1987;33;1;Dnipropetrovska  ;1;111;
2020;1987;33;1;Dnipropetrovska  ;1;110;
2020;1987;33;0;Dnipropetrovska  ;1;169;
2020;1987;33;0;Dnipropetrovska  ;1;145;
2020;1987;33;0;Dnipropetrovska  ;1;142;
2020;1987;33;1;Dnipropetrovska  ;1;116;
2020;1987;33;1;Dnipropetrovska  ;1;119;
2018;1987;31;1;Donetska  ;1;136.0;
2018;1987;31;1;Donetska  ;1;104.0;
2018;1987;31;0;Donetska  ;1;132.0;
2018;1987;31;0;Donetska  ;1;132.0;
2018;1987;31;1;Donetska  ;1;146.0;
2018;1987;31;1;Donetska  ;1;116.0;
2018;1987;31;1;Donetska  ;1;141.0;
2018;1987;31;1;Donetska  ;1;105.0;
2018;1987;31;1;Donetska  ;1;100.0;
2018;1987;31;0;Donetska  ;1;129.0;
2018;1987;31;0;Donetska  ;1;167.0;
2018;1987;31;1;Donetska  ;1;109.0;
2018;1987;31;0;Donetska  ;1;105.0;
2019;1987;32;0;Donetska  ;1;160;
2019;1987;32;0;Donetska  ;1;126;
2019;1987;32;1;Donetska  ;1;106;
2019;1987;32;0;Donetska  ;1;129;
2019;1987;32;0;Donetska  ;1;111;
2019;1987;32;0;Donetska  ;1;135;
2019;1987;32;0;Donetska  ;1;132;
2019;1987;32;0;Donetska  ;1;132;
2019;1987;32;1;Donetska  ;1;127;
2019;1987;32;0;Donetska  ;1;107;
2019;1987;32;1;Donetska  ;1;162;
2019;1987;32;0;Donetska  ;1;102;
2019;1987;32;0;Donetska  ;1;124;
2019;1987;32;1;Donetska  ;1;100;
2020;1987;33;0;Donetska  ;1;138;
2020;1987;33;0;Donetska  ;1;104;
2020;1987;33;0;Donetska  ;1;104;
2020;1987;33;1;Donetska  ;1;114;
2020;1987;33;0;Donetska  ;1;113;
2020;1987;33;0;Donetska  ;1;111;
2020;1987;33;1;Donetska  ;1;100;
2020;1987;33;0;Donetska  ;1;148;
2020;1987;33;0;Donetska  ;1;163;
2020;1987;33;1;Donetska  ;1;116;
2020;1987;33;1;Donetska  ;1;114;
2020;1987;33;0;Donetska  ;1;100;
2020;1987;33;1;Donetska  ;1;142;
2020;1987;33;0;Donetska  ;1;113;
2020;1987;33;1;Donetska  ;1;110;
2020;1987;33;0;Donetska  ;1;113;
2018;1987;31;0;Ivano-Frankivska  ;1;145.0;
2018;1987;31;0;Ivano-Frankivska  ;1;109.0;
2018;1987;31;0;Ivano-Frankivska  ;1;126.0;
2019;1987;32;0;Ivano-Frankivska  ;1;129;
2019;1987;32;1;Ivano-Frankivska  ;0;132;
2019;1987;32;1;Ivano-Frankivska  ;0;107;
2020;1987;33;0;Ivano-Frankivska  ;0;140;
2020;1987;33;1;Ivano-Frankivska  ;0;107;
2020;1987;33;0;Ivano-Frankivska  ;1;135;
2018;1987;31;0;Kharkivska  ;1;116.0;
2018;1987;31;1;Kharkivska  ;1;118.0;
2018;1987;31;0;Kharkivska  ;1;116.0;
2018;1987;31;1;Kharkivska  ;1;100.0;
2018;1987;31;0;Kharkivska  ;1;100.0;
2018;1987;31;0;Kharkivska  ;1;121.0;
2018;1987;31;0;Kharkivska  ;1;126.0;
2018;1987;31;0;Kharkivska  ;1;142.0;
2018;1987;31;0;Kharkivska  ;1;123.0;
2018;1987;31;0;Kharkivska  ;1;134.0;
2018;1987;31;0;Kharkivska  ;1;118.0;
2018;1987;31;0;Kharkivska  ;1;118.0;
2018;1987;31;1;Kharkivska  ;1;126.0;
2018;1987;31;0;Kharkivska  ;1;123.0;
2018;1987;31;0;Kharkivska  ;1;165.0;
2018;1987;31;0;Kharkivska  ;1;119.0;
2018;1987;31;0;Kharkivska  ;1;116.0;
2018;1987;31;0;Kharkivska  ;1;119.0;
2018;1987;31;0;Kharkivska  ;0;131.0;
2019;1987;32;1;Kharkivska  ;1;126;
2019;1987;32;0;Kharkivska  ;1;160;
2019;1987;32;0;Kharkivska  ;1;132;
2019;1987;32;1;Kharkivska  ;1;160;
2019;1987;32;0;Kharkivska  ;1;190;
2019;1987;32;1;Kharkivska  ;0;127;
2019;1987;32;0;Kharkivska  ;1;109;
2019;1987;32;0;Kharkivska  ;1;127;
2019;1987;32;1;Kharkivska  ;1;104;
2019;1987;32;0;Kharkivska  ;1;140;
2019;1987;32;0;Kharkivska  ;1;138;
2019;1987;32;0;Kharkivska  ;1;131;
2019;1987;32;1;Kharkivska  ;0;107;
2019;1987;32;1;Kharkivska  ;1;127;
2020;1987;33;0;Kharkivska  ;1;104;
2020;1987;33;0;Kharkivska  ;1;110;
2020;1987;33;0;Kharkivska  ;1;130;
2020;1987;33;1;Kharkivska  ;1;113;
2020;1987;33;0;Kharkivska  ;1;121;
2020;1987;33;1;Kharkivska  ;1;101;
2020;1987;33;1;Kharkivska  ;1;133;
2020;1987;33;0;Kharkivska  ;1;159;
2020;1987;33;1;Kharkivska  ;1;106;
2020;1987;33;0;Kharkivska  ;1;189;
2020;1987;33;0;Kharkivska  ;0;111;
2020;1987;33;1;Kharkivska  ;1;104;
2020;1987;33;0;Kharkivska  ;0;134;
2020;1987;33;0;Kharkivska  ;1;104;
2020;1987;33;0;Kharkivska  ;1;145;
2020;1987;33;0;Kharkivska  ;1;111;
2020;1987;33;0;Kharkivska  ;1;106;
2020;1987;33;0;Kharkivska  ;1;118;
2020;1987;33;0;Kharkivska  ;1;114;
2018;1987;31;0;Khersonska  ;0;114.0;
2018;1987;31;0;Khersonska  ;1;121.0;
2018;1987;31;1;Khersonska  ;1;141.0;
2018;1987;31;0;Khersonska  ;1;141.0;
2018;1987;31;1;Khersonska  ;1;114.0;
2018;1987;31;0;Khersonska  ;1;177.0;
2018;1987;31;0;Khersonska  ;0;132.0;
2018;1987;31;0;Khersonska  ;0;129.0;
2018;1987;31;0;Khersonska  ;1;142.0;
2018;1987;31;0;Khersonska  ;1;131.0;
2018;1987;31;0;Khersonska  ;1;114.0;
2019;1987;32;0;Khersonska  ;1;111;
2019;1987;32;0;Khersonska  ;0;134;
2019;1987;32;0;Khersonska  ;0;106;
2019;1987;32;0;Khersonska  ;1;154;
2019;1987;32;1;Khersonska  ;0;107;
2020;1987;33;0;Khersonska  ;1;125;
2020;1987;33;0;Khersonska  ;1;114;
2020;1987;33;0;Khersonska  ;0;113;
2020;1987;33;1;Khersonska  ;1;108;
2020;1987;33;0;Khersonska  ;1;186;
2020;1987;33;0;Khersonska  ;1;101;
2020;1987;33;1;Khersonska  ;0;108;
2020;1987;33;0;Khersonska  ;0;100;
2018;1987;31;0;Kirovohradska  ;1;109.0;
2018;1987;31;1;Kirovohradska  ;1;139.0;
2018;1987;31;0;Kirovohradska  ;1;160.0;
2018;1987;31;0;Kirovohradska  ;1;118.0;
2018;1987;31;1;Kirovohradska  ;1;139.0;
2018;1987;31;1;Kirovohradska  ;1;119.0;
2018;1987;31;0;Kirovohradska  ;1;107.0;
2018;1987;31;0;Kirovohradska  ;1;150.0;
2018;1987;31;0;Kirovohradska  ;1;123.0;
2018;1987;31;0;Kirovohradska  ;1;164.0;
2019;1987;32;0;Kirovohradska  ;1;107;
2019;1987;32;0;Kirovohradska  ;0;124;
2019;1987;32;1;Kirovohradska  ;1;117;
2019;1987;32;0;Kirovohradska  ;1;127;
2019;1987;32;0;Kirovohradska  ;1;104;
2019;1987;32;0;Kirovohradska  ;0;138;
2019;1987;32;1;Kirovohradska  ;1;117;
2019;1987;32;0;Kirovohradska  ;1;119;
2020;1987;33;0;Kirovohradska  ;1;124;
2020;1987;33;1;Kirovohradska  ;1;148;
2020;1987;33;0;Kirovohradska  ;1;118;
2020;1987;33;1;Kirovohradska  ;1;101;
2018;1987;31;0;Kyiv;1;151.0;
2018;1987;31;1;Kyiv;1;107.0;
2018;1987;31;0;Kyiv;1;121.0;
2018;1987;31;1;Kyiv;1;119.0;
2018;1987;31;1;Kyiv;1;112.0;
2018;1987;31;0;Kyiv;1;114.0;
2018;1987;31;0;Kyiv;1;152.0;
2018;1987;31;0;Kyiv;1;153.0;
2018;1987;31;1;Kyiv;1;139.0;
2018;1987;31;1;Kyiv;1;119.0;
2018;1987;31;1;Kyiv;1;105.0;
2018;1987;31;0;Kyiv;1;127.0;
2018;1987;31;1;Kyiv;1;124.0;
2018;1987;31;0;Kyiv;1;116.0;
2018;1987;31;0;Kyiv;1;132.0;
2018;1987;31;0;Kyiv;1;150.0;
2018;1987;31;1;Kyiv;1;164.0;
2018;1987;31;0;Kyiv;1;126.0;
2018;1987;31;1;Kyiv;1;139.0;
2019;1987;32;1;Kyiv;1;157;
2019;1987;32;1;Kyiv;1;120;
2019;1987;32;0;Kyiv;1;127;
2019;1987;32;0;Kyiv;1;148;
2019;1987;32;0;Kyiv;1;138;
2019;1987;32;0;Kyiv;1;165;
2019;1987;32;0;Kyiv;1;149;
2019;1987;32;1;Kyiv;1;119;
2019;1987;32;1;Kyiv;1;122;
2019;1987;32;0;Kyiv;1;111;
2019;1987;32;0;Kyiv;1;184;
2019;1987;32;1;Kyiv;1;102;
2019;1987;32;0;Kyiv;1;163;
2019;1987;32;1;Kyiv;1;117;
2019;1987;32;1;Kyiv;1;129;
2019;1987;32;0;Kyiv;1;113;
2019;1987;32;0;Kyiv;1;109;
2019;1987;32;1;Kyiv;1;106;
2019;1987;32;0;Kyiv;1;124;
2019;1987;32;0;Kyiv;1;152;
2019;1987;32;0;Kyiv;1;111;
2019;1987;32;1;Kyiv;1;109;
2019;1987;32;0;Kyiv;1;132;
2019;1987;32;0;Kyiv;1;126;
2019;1987;32;1;Kyiv;1;107;
2019;1987;32;0;Kyiv;1;119;
2019;1987;32;1;Kyiv;1;184;
2019;1987;32;0;Kyiv;1;161;
2019;1987;32;0;Kyiv;1;149;
2019;1987;32;0;Kyiv;1;137;
2019;1987;32;0;Kyiv;1;132;
2019;1987;32;0;Kyiv;1;104;
2019;1987;32;0;Kyiv;1;124;
2020;1987;33;0;Kyiv;1;181;
2020;1987;33;0;Kyiv;1;144;
2020;1987;33;0;Kyiv;1;138;
2020;1987;33;1;Kyiv;1;111;
2020;1987;33;1;Kyiv;1;116;
2020;1987;33;0;Kyiv;1;138;
2020;1987;33;1;Kyiv;1;150;
2020;1987;33;1;Kyiv;1;107;
2020;1987;33;1;Kyiv;1;173;
2020;1987;33;1;Kyiv;1;134;
2020;1987;33;1;Kyiv;1;148;
2020;1987;33;1;Kyiv;1;172;
2020;1987;33;0;Kyiv;1;107;
2020;1987;33;0;Kyiv;1;169;
2020;1987;33;0;Kyiv;1;164;
2020;1987;33;0;Kyiv;1;159;
2020;1987;33;1;Kyiv;1;140;
2020;1987;33;0;Kyiv;1;124;
2020;1987;33;1;Kyiv;1;157;
2020;1987;33;0;Kyiv;1;135;
2020;1987;33;0;Kyiv;1;118;
2020;1987;33;0;Kyiv;1;186;
2020;1987;33;0;Kyiv;1;111;
2020;1987;33;0;Kyiv;1;184;
2020;1987;33;1;Kyiv;1;131;
2020;1987;33;1;Kyiv;1;121;
2018;1987;31;0;Kyivska  ;1;123.0;
2018;1987;31;1;Kyivska  ;1;124.0;
2018;1987;31;0;Kyivska  ;1;175.0;
2018;1987;31;1;Kyivska  ;0;127.0;
2018;1987;31;0;Kyivska  ;1;131.0;
2018;1987;31;0;Kyivska  ;0;121.0;
2018;1987;31;1;Kyivska  ;0;138.0;
2018;1987;31;0;Kyivska  ;0;134.0;
2018;1987;31;0;Kyivska  ;0;153.0;
2019;1987;32;0;Kyivska  ;1;145;
2019;1987;32;0;Kyivska  ;0;104;
2019;1987;32;0;Kyivska  ;1;111;
2019;1987;32;0;Kyivska  ;1;124;
2019;1987;32;0;Kyivska  ;0;106;
2019;1987;32;0;Kyivska  ;1;115;
2019;1987;32;0;Kyivska  ;0;122;
2019;1987;32;0;Kyivska  ;1;122;
2019;1987;32;1;Kyivska  ;0;109;
2019;1987;32;0;Kyivska  ;1;141;
2019;1987;32;0;Kyivska  ;1;129;
2019;1987;32;0;Kyivska  ;1;115;
2019;1987;32;0;Kyivska  ;0;115;
2019;1987;32;0;Kyivska  ;1;124;
2019;1987;32;0;Kyivska  ;1;147;
2019;1987;32;0;Kyivska  ;0;157;
